trade_id,timestamp,symbol,direction,status,outcome,risk_tier,margin_allocated,leverage,notional_position,dynamic_tp_pct,dynamic_sl_pct,actual_mfe_pct,actual_mae_pct,gross_return_pct,gross_pnl,fees_paid,slippage_cost,friction_tax,net_pnl,account_equity,drawdown_pct,rejection_reason
230,2026-07-30 20:45:00+00:00,BTCUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.57,3.8,2.14,0.42,0.8,0.12,0.3,5.0,0.11,0.0,0.0,0.0,0.1,114.36,0.0,
231,2026-07-30 20:45:00+00:00,SOLUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.57,3.8,2.14,0.42,0.8,0.12,0.54,5.0,0.11,0.0,0.0,0.0,0.1,114.46,0.0,
232,2026-07-30 21:45:00+00:00,ETHUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.57,3.8,2.15,0.42,0.8,0.08,0.5,1.0,0.02,0.0,0.0,0.0,0.02,114.48,0.0,
233,2026-07-30 22:00:00+00:00,BTCUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.57,3.8,2.15,0.42,0.8,0.24,0.4,6.0,0.13,0.0,0.0,0.0,0.12,114.61,0.0,
234,2026-07-30 22:00:00+00:00,ETHUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,0.57,3.8,2.15,0.46,0.8,0.58,0.5,0.46,0.01,0.0,0.0,0.0,0.01,114.61,0.0,
235,2026-07-30 22:15:00+00:00,DOGEUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.57,3.8,2.15,0.42,0.8,0.14,0.48,5.0,0.11,0.0,0.0,0.0,0.1,114.72,0.0,
236,2026-07-30 22:15:00+00:00,SOLUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.57,3.8,2.15,0.42,0.8,0.19,0.51,5.0,0.11,0.0,0.0,0.0,0.1,114.82,0.0,
237,2026-07-30 23:45:00+00:00,DOGEUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.05,3.8,7.67,0.42,0.8,0.55,0.59,0.43,0.03,0.01,0.01,0.01,0.02,114.84,0.0,
238,2026-07-31 00:00:00+00:00,ETHUSDT,SHORT,REJECTED,,,,,,,,,,,,,,,0.0,114.83937954797773,,High Risk + Low Quality + Low Profit
239,2026-07-31 00:15:00+00:00,BTCUSDT,SHORT,REJECTED,,,,,,,,,,,,,,,0.0,114.83937954797773,,High Risk + Low Quality + Low Profit
240,2026-07-31 00:15:00+00:00,SOLUSDT,SHORT,REJECTED,,,,,,,,,,,,,,,0.0,114.83937954797773,,High Risk + Low Quality + Low Profit
241,2026-07-31 01:00:00+00:00,SOLUSDT,LONG,REJECTED,,,,,,,,,,,,,,,0.0,114.83937954797773,,High Risk + Low Quality + Low Profit
242,2026-07-31 01:00:00+00:00,BTCUSDT,LONG,REJECTED,,,,,,,,,,,,,,,0.0,114.83937954797773,,High Risk + Low Quality + Low Profit
243,2026-07-31 01:15:00+00:00,ETHUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.57,3.8,2.15,0.42,0.8,0.17,0.55,0.0,0.0,0.0,0.0,0.0,-0.0,114.84,0.0,
244,2026-07-31 01:15:00+00:00,DOGEUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.57,3.8,2.15,0.42,0.8,0.07,0.44,0.0,0.0,0.0,0.0,0.0,-0.0,114.83,0.01,
245,2026-07-31 01:30:00+00:00,DOGEUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.3,3.8,8.61,2.03,0.8,2.98,0.4,2.03,0.17,0.01,0.01,0.02,0.16,114.99,0.0,
246,2026-07-31 01:30:00+00:00,ETHUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.3,3.8,8.62,2.58,0.8,3.68,0.56,2.58,0.22,0.01,0.01,0.02,0.21,115.2,0.0,
247,2026-07-31 01:45:00+00:00,BTCUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.3,3.8,8.64,2.58,0.8,3.25,0.51,2.58,0.22,0.01,0.01,0.02,0.21,115.4,0.0,
248,2026-07-31 02:00:00+00:00,SOLUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.31,3.8,8.66,0.71,0.8,0.85,0.28,0.71,0.06,0.01,0.01,0.02,0.05,115.45,0.0,
249,2026-07-31 06:15:00+00:00,SOLUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.58,3.8,2.16,0.42,0.8,0.01,0.44,1.0,0.02,0.0,0.0,0.0,0.02,115.47,0.0,
250,2026-07-31 06:30:00+00:00,SOLUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.31,3.8,8.66,0.87,0.8,1.13,0.55,0.87,0.08,0.01,0.01,0.02,0.06,115.53,0.0,
251,2026-07-31 13:15:00+00:00,SOLUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.58,3.8,2.17,0.42,0.8,0.01,0.56,1.0,0.02,0.0,0.0,0.0,0.02,115.55,0.0,
252,2026-07-31 13:30:00+00:00,SOLUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,1.73,3.8,6.5,0.58,0.8,0.82,0.57,0.58,0.04,0.01,0.01,0.01,0.03,115.57,0.0,
253,2026-07-31 17:00:00+00:00,DOGEUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.31,3.8,8.67,0.82,0.8,1.02,0.29,0.82,0.07,0.01,0.01,0.02,0.06,115.63,0.0,
254,2026-07-31 17:30:00+00:00,XRPUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,1.73,3.8,6.5,0.42,0.8,0.22,0.63,0.0,0.0,0.01,0.01,0.01,-0.01,115.62,0.01,
255,2026-07-31 17:45:00+00:00,ETHUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.58,3.8,2.17,0.42,0.8,0.17,0.54,0.0,0.0,0.0,0.0,0.0,-0.0,115.61,0.01,
256,2026-07-31 18:00:00+00:00,SOLUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,2.07,3.8,7.77,0.42,0.8,0.25,0.12,0.0,0.0,0.01,0.01,0.01,-0.01,115.6,0.03,
257,2026-07-31 18:15:00+00:00,SOLUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.31,3.8,8.67,0.71,0.8,0.89,0.33,0.71,0.06,0.01,0.01,0.02,0.05,115.64,0.0,
258,2026-07-31 18:30:00+00:00,BTCUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.58,3.8,2.17,0.42,0.8,0.22,0.16,1.0,0.02,0.0,0.0,0.0,0.02,115.66,0.0,
259,2026-07-31 19:00:00+00:00,XRPUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.58,3.8,2.17,0.42,0.8,0.35,0.31,11.0,0.24,0.0,0.0,0.0,0.23,115.9,0.0,
260,2026-07-31 19:30:00+00:00,BTCUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.58,3.8,2.17,0.42,0.8,0.25,0.1,6.0,0.13,0.0,0.0,0.0,0.13,116.02,0.0,
261,2026-07-31 19:45:00+00:00,ETHUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.07,3.8,7.75,0.42,0.8,0.5,0.14,0.43,0.03,0.01,0.01,0.01,0.02,116.04,0.0,
262,2026-07-31 20:45:00+00:00,DOGEUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.58,3.8,2.18,0.42,0.8,0.12,0.49,1.0,0.02,0.0,0.0,0.0,0.02,116.06,0.0,
263,2026-07-31 22:15:00+00:00,DOGEUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.58,3.8,2.18,0.42,0.8,0.0,0.16,0.0,0.0,0.0,0.0,0.0,-0.0,116.06,0.0,
264,2026-07-31 22:30:00+00:00,DOGEUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.58,3.8,2.18,0.42,0.8,0.24,0.34,5.0,0.11,0.0,0.0,0.0,0.1,116.16,0.0,
265,2026-08-01 00:30:00+00:00,DOGEUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,0.58,3.8,2.18,0.46,0.8,0.56,0.43,0.46,0.01,0.0,0.0,0.0,0.01,116.17,0.0,
266,2026-08-01 00:30:00+00:00,ETHUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.58,3.8,2.18,0.42,0.8,0.26,0.21,26.0,0.57,0.0,0.0,0.0,0.56,116.73,0.0,
267,2026-08-01 01:00:00+00:00,XRPUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.58,3.8,2.19,0.42,0.8,0.26,0.18,15.0,0.33,0.0,0.0,0.0,0.32,117.05,0.0,
268,2026-08-01 01:00:00+00:00,SOLUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.59,3.8,2.19,0.42,0.8,0.08,0.25,5.0,0.11,0.0,0.0,0.0,0.11,117.16,0.0,
269,2026-08-01 02:00:00+00:00,BTCUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.59,3.8,2.2,0.42,0.8,0.21,0.08,27.0,0.59,0.0,0.0,0.0,0.59,117.75,0.0,
270,2026-08-01 03:15:00+00:00,SOLUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.59,3.8,2.21,0.42,0.8,0.08,0.25,1.0,0.02,0.0,0.0,0.0,0.02,117.77,0.0,
271,2026-08-01 04:00:00+00:00,SOLUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.59,3.8,2.21,0.42,0.8,0.16,0.31,3.0,0.07,0.0,0.0,0.0,0.06,117.83,0.0,
272,2026-08-01 05:45:00+00:00,SOLUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.59,3.8,2.21,0.42,0.8,0.36,0.25,17.0,0.38,0.0,0.0,0.0,0.37,118.2,0.0,
273,2026-08-01 05:45:00+00:00,XRPUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,2.11,3.8,7.9,0.42,0.8,0.39,0.11,17.0,1.34,0.01,0.01,0.01,1.33,119.53,0.0,
274,2026-08-01 06:30:00+00:00,DOGEUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,0.6,3.8,2.24,0.48,0.8,0.57,0.43,0.48,0.01,0.0,0.0,0.0,0.01,119.54,0.0,
275,2026-08-01 10:00:00+00:00,ETHUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.6,3.8,2.24,0.42,0.8,0.08,0.29,0.0,0.0,0.0,0.0,0.0,-0.0,119.53,0.0,
276,2026-08-01 10:00:00+00:00,BTCUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.6,3.8,2.24,0.42,0.8,0.03,0.18,0.0,0.0,0.0,0.0,0.0,-0.0,119.53,0.01,
277,2026-08-01 11:45:00+00:00,XRPUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,1.79,3.8,6.72,0.42,0.8,0.24,0.12,12.0,0.81,0.01,0.01,0.01,0.79,120.32,0.0,
278,2026-08-01 12:00:00+00:00,BTCUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.6,3.8,2.26,0.42,0.8,0.04,0.08,8.0,0.18,0.0,0.0,0.0,0.18,120.5,0.0,
279,2026-08-01 13:00:00+00:00,SOLUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.6,3.8,2.26,0.42,0.8,0.1,0.36,4.0,0.09,0.0,0.0,0.0,0.09,120.58,0.0,
280,2026-08-01 13:00:00+00:00,ETHUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,1.81,3.8,6.78,0.42,0.8,0.32,0.16,9.0,0.61,0.01,0.01,0.01,0.6,121.18,0.0,
281,2026-08-01 13:00:00+00:00,DOGEUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.61,3.8,2.27,0.42,0.8,0.23,0.56,4.0,0.09,0.0,0.0,0.0,0.09,121.27,0.0,
282,2026-08-01 15:30:00+00:00,BTCUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.43,3.8,9.1,1.05,0.8,1.23,0.02,1.05,0.1,0.01,0.01,0.02,0.08,121.35,0.0,
283,2026-08-01 15:30:00+00:00,SOLUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.43,3.8,9.1,2.58,0.8,3.08,0.16,2.58,0.23,0.01,0.01,0.02,0.22,121.57,0.0,
284,2026-08-01 16:00:00+00:00,XRPUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.43,3.8,9.12,1.05,0.8,1.47,0.16,1.05,0.1,0.01,0.01,0.02,0.08,121.65,0.0,
285,2026-08-01 16:45:00+00:00,ETHUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.43,3.8,9.12,2.03,0.8,2.5,0.08,2.03,0.19,0.01,0.01,0.02,0.17,121.81,0.0,
286,2026-08-01 17:15:00+00:00,DOGEUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.44,3.8,9.14,2.58,0.8,3.05,0.19,2.58,0.24,0.01,0.01,0.02,0.22,122.03,0.0,
287,2026-08-01 21:30:00+00:00,XRPUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.44,3.8,9.15,1.94,0.8,2.38,0.24,1.94,0.18,0.01,0.01,0.02,0.16,122.19,0.0,
288,2026-08-01 21:30:00+00:00,BTCUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.44,3.8,9.16,0.99,0.8,1.33,0.05,0.99,0.09,0.01,0.01,0.02,0.07,122.27,0.0,
289,2026-08-01 22:15:00+00:00,SOLUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.45,3.8,9.17,1.94,0.8,2.32,0.24,1.94,0.18,0.01,0.01,0.02,0.16,122.43,0.0,
290,2026-08-01 22:30:00+00:00,DOGEUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.61,3.8,2.3,0.42,0.8,0.07,0.14,2.0,0.05,0.0,0.0,0.0,0.04,122.47,0.0,
291,2026-08-01 23:00:00+00:00,ETHUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,1.84,3.8,6.89,0.42,0.8,0.14,0.17,0.0,0.0,0.01,0.01,0.01,-0.01,122.46,0.01,
292,2026-08-01 23:00:00+00:00,DOGEUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.45,3.8,9.18,1.53,0.8,2.04,0.25,1.53,0.14,0.01,0.01,0.02,0.12,122.58,0.0,
293,2026-08-01 23:15:00+00:00,ETHUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.61,3.8,2.3,0.42,0.8,0.02,0.33,0.0,0.0,0.0,0.0,0.0,-0.0,122.58,0.0,
294,2026-08-02 00:00:00+00:00,ETHUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.45,3.8,9.19,1.53,0.8,2.0,0.22,1.53,0.14,0.01,0.01,0.02,0.12,122.7,0.0,
295,2026-08-02 08:30:00+00:00,BTCUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.61,3.8,2.3,0.42,0.8,0.39,0.26,13.0,0.3,0.0,0.0,0.0,0.29,123.0,0.0,
296,2026-08-02 08:30:00+00:00,ETHUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.46,3.8,9.22,0.87,0.8,1.07,0.21,0.87,0.08,0.01,0.01,0.02,0.06,123.06,0.0,
297,2026-08-02 08:45:00+00:00,DOGEUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.62,3.8,2.31,0.42,0.8,0.24,0.34,1.0,0.02,0.0,0.0,0.0,0.02,123.08,0.0,
298,2026-08-02 08:45:00+00:00,SOLUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,1.85,3.8,6.92,0.48,0.8,0.66,0.34,0.48,0.03,0.01,0.01,0.01,0.02,123.1,0.0,
299,2026-08-02 10:30:00+00:00,XRPUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.62,3.8,2.31,0.42,0.8,0.31,0.18,9.0,0.21,0.0,0.0,0.0,0.2,123.3,0.0,
300,2026-08-02 13:30:00+00:00,DOGEUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.47,3.8,9.25,1.53,0.8,1.94,0.1,1.53,0.14,0.01,0.01,0.02,0.12,123.43,0.0,
301,2026-08-02 14:15:00+00:00,XRPUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.62,3.8,2.31,0.42,0.8,0.07,0.44,1.0,0.02,0.0,0.0,0.0,0.02,123.45,0.0,
302,2026-08-02 15:15:00+00:00,SOLUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.62,3.8,2.31,0.42,0.8,0.11,0.11,0.0,0.0,0.0,0.0,0.0,-0.0,123.44,0.0,
303,2026-08-02 15:30:00+00:00,SOLUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.62,3.8,2.31,0.42,0.8,0.22,0.3,2.0,0.05,0.0,0.0,0.0,0.04,123.49,0.0,
304,2026-08-02 16:00:00+00:00,XRPUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.62,3.8,2.32,0.42,0.8,0.07,0.45,0.0,0.0,0.0,0.0,0.0,-0.0,123.48,0.0,
305,2026-08-02 16:30:00+00:00,ETHUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.47,3.8,9.26,1.53,0.8,1.8,0.35,1.53,0.14,0.01,0.01,0.02,0.13,123.61,0.0,
306,2026-08-02 16:45:00+00:00,BTCUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.47,3.8,9.27,0.82,0.8,0.97,0.04,0.82,0.08,0.01,0.01,0.02,0.06,123.67,0.0,
307,2026-08-02 16:45:00+00:00,SOLUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.47,3.8,9.27,1.22,0.8,1.63,0.07,1.22,0.11,0.01,0.01,0.02,0.1,123.76,0.0,
308,2026-08-02 17:15:00+00:00,XRPUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.48,3.8,9.28,0.42,0.8,0.46,0.18,0.43,0.04,0.01,0.01,0.02,0.02,123.79,0.0,
309,2026-08-02 20:15:00+00:00,XRPUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.62,3.8,2.32,0.42,0.8,0.02,0.35,0.0,0.0,0.0,0.0,0.0,-0.0,123.78,0.0,
310,2026-08-02 21:00:00+00:00,XRPUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.48,3.8,9.28,0.67,0.8,0.92,0.25,0.67,0.06,0.01,0.01,0.02,0.05,123.83,0.0,
311,2026-08-02 23:45:00+00:00,SOLUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.48,3.8,9.29,1.61,0.8,2.24,0.05,1.61,0.15,0.01,0.01,0.02,0.13,123.96,0.0,
312,2026-08-03 00:15:00+00:00,XRPUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.48,3.8,9.3,1.3,0.8,1.76,0.3,1.3,0.12,0.01,0.01,0.02,0.1,124.06,0.0,
313,2026-08-03 00:15:00+00:00,DOGEUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.48,3.8,9.3,1.61,0.8,1.96,0.43,1.61,0.15,0.01,0.01,0.02,0.13,124.2,0.0,
314,2026-08-03 00:15:00+00:00,BTCUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.48,3.8,9.31,1.05,0.8,1.52,0.28,1.05,0.1,0.01,0.01,0.02,0.08,124.28,0.0,
315,2026-08-03 00:15:00+00:00,ETHUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.49,3.8,9.32,2.03,0.8,2.43,0.34,2.03,0.19,0.01,0.01,0.02,0.17,124.45,0.0,
316,2026-08-03 10:15:00+00:00,BTCUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,1.87,3.8,7.0,0.42,0.8,0.15,0.32,0.0,0.0,0.01,0.01,0.01,-0.01,124.44,0.01,
317,2026-08-03 10:30:00+00:00,DOGEUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.62,3.8,2.33,0.42,0.8,0.04,0.4,0.0,0.0,0.0,0.0,0.0,-0.0,124.43,0.01,
318,2026-08-03 10:45:00+00:00,XRPUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.62,3.8,2.33,0.42,0.8,0.05,0.5,0.0,0.0,0.0,0.0,0.0,-0.0,124.43,0.02,
319,2026-08-03 11:00:00+00:00,DOGEUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.62,3.8,2.33,0.42,0.8,0.22,0.35,4.0,0.09,0.0,0.0,0.0,0.09,124.52,0.0,
320,2026-08-03 11:15:00+00:00,XRPUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.62,3.8,2.33,0.42,0.8,0.21,0.55,2.0,0.05,0.0,0.0,0.0,0.04,124.56,0.0,
321,2026-08-03 11:45:00+00:00,BTCUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.62,3.8,2.34,0.42,0.8,0.18,0.38,1.0,0.02,0.0,0.0,0.0,0.02,124.58,0.0,
322,2026-08-03 12:30:00+00:00,DOGEUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.49,3.8,9.34,1.22,0.8,1.44,0.17,1.22,0.11,0.01,0.01,0.02,0.1,124.68,0.0,
323,2026-08-03 13:00:00+00:00,BTCUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.49,3.8,9.35,1.53,0.8,2.07,0.35,1.53,0.14,0.01,0.01,0.02,0.13,124.8,0.0,
324,2026-08-03 13:30:00+00:00,ETHUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.5,3.8,9.36,1.22,0.8,1.46,0.6,1.22,0.11,0.01,0.01,0.02,0.1,124.9,0.0,
325,2026-08-03 13:30:00+00:00,SOLUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,MEDIUM_RISK,1.25,3.0,3.75,1.53,0.8,2.02,0.67,1.53,0.06,0.0,0.0,0.01,0.05,124.95,0.0,
326,2026-08-03 13:30:00+00:00,XRPUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.5,3.8,9.37,1.22,0.8,1.5,0.51,1.22,0.11,0.01,0.01,0.02,0.1,125.05,0.0,
327,2026-08-03 21:30:00+00:00,BTCUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.5,3.8,9.38,0.48,0.8,0.56,0.39,0.48,0.04,0.01,0.01,0.02,0.03,125.08,0.0,
328,2026-08-03 21:45:00+00:00,ETHUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.5,3.8,9.38,0.58,0.8,0.82,0.33,0.58,0.05,0.01,0.01,0.02,0.04,125.11,0.0,
329,2026-08-03 22:00:00+00:00,XRPUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,0.63,3.8,2.35,0.48,0.8,0.56,0.46,0.48,0.01,0.0,0.0,0.0,0.01,125.12,0.0,
330,2026-08-03 22:00:00+00:00,SOLUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.5,3.8,9.38,0.58,0.8,0.69,0.42,0.58,0.05,0.01,0.01,0.02,0.04,125.16,0.0,
331,2026-08-03 22:15:00+00:00,DOGEUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,1.88,3.8,7.04,0.42,0.8,0.48,0.43,0.43,0.03,0.01,0.01,0.01,0.02,125.18,0.0,
332,2026-08-04 01:45:00+00:00,BTCUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.24,3.8,8.41,0.46,0.8,0.62,0.31,0.46,0.04,0.01,0.01,0.02,0.02,125.2,0.0,
333,2026-08-04 01:45:00+00:00,DOGEUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.63,3.8,2.35,0.42,0.8,0.23,0.43,3.0,0.07,0.0,0.0,0.0,0.07,125.27,0.0,
334,2026-08-04 02:00:00+00:00,ETHUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.51,3.8,9.39,0.67,0.8,0.91,0.53,0.67,0.06,0.01,0.01,0.02,0.05,125.31,0.0,
335,2026-08-04 02:00:00+00:00,SOLUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.51,3.8,9.4,0.42,0.8,0.49,0.47,0.43,0.04,0.01,0.01,0.02,0.02,125.34,0.0,
336,2026-08-04 02:30:00+00:00,XRPUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.63,3.8,2.35,0.42,0.8,0.28,0.44,9.0,0.21,0.0,0.0,0.0,0.21,125.54,0.0,
337,2026-08-04 05:15:00+00:00,DOGEUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.63,3.8,2.35,0.42,0.8,0.37,0.3,8.0,0.19,0.0,0.0,0.0,0.18,125.73,0.0,
338,2026-08-04 06:15:00+00:00,XRPUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.63,3.8,2.36,0.42,0.8,0.33,0.41,4.0,0.09,0.0,0.0,0.0,0.09,125.82,0.0,
339,2026-08-04 06:30:00+00:00,ETHUSDT,SHORT,REJECTED,,,,,,,,,,,,,,,0.0,125.8166280498025,,High Risk + Low Quality + Low Profit
340,2026-08-04 06:30:00+00:00,SOLUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,0.63,3.8,2.36,0.42,0.8,0.46,0.44,0.43,0.01,0.0,0.0,0.0,0.01,125.82,0.0,
341,2026-08-04 06:45:00+00:00,BTCUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.63,3.8,2.36,0.42,0.8,0.34,0.27,14.0,0.33,0.0,0.0,0.0,0.33,126.15,0.0,
342,2026-08-04 08:00:00+00:00,XRPUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,2.26,3.8,8.48,0.42,0.8,0.24,0.2,0.0,0.0,0.01,0.01,0.02,-0.02,126.13,0.01,
343,2026-08-04 08:15:00+00:00,XRPUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.25,3.8,8.43,0.42,0.8,0.48,0.16,0.43,0.04,0.01,0.01,0.02,0.02,126.15,0.0,
